,url,title,company,description,requirement
40,https://careerbuilder.vn/vi/tim-viec-lam/head-of-marketing-analytics.35B0B20B.html,Head of Marketing Analytics,Công ty Cổ Phần TIKI," About The Role
At Tiki we are laser focused on Wowing our Customers and becoming the #1 Trusted Shopping App in Vietnam. The Marketing team is charged with achieving this goal by helping Customers to experience Tiki’s key value propositions including 2 Hour Delivery, Guaranteed Authentic Products, and No Hassle Returns. To do these, we are building a world class marketing organization to communicate with and market to our Customers at a massive scale in a mobile first environment. A key component of achieving our goals is building and developing a strong analytics organization to help us understand our Customers and business across; onsite merchandising, promotions, offsite performance advertising, and brand marketing campaigns.
This is an opportunity for the right candidate to get in on the ground floor as we build a marketing organization that eats, breathes, and sleeps data. You should be very comfortable rolling up your sleeves and getting your hands dirty in our data warehouse, bringing actionable insights forward to our business teams. You will help guide and develop the suite of data sets and reports Tiki will use to scale our business in a data oriented environment.
Responsibilities

Hire, coach and lead a team of data analyst, data scientist, data engineers
Collaborate with senior leaders at Tiki to develop data-informed business and product strategy, and deliver insights across a wide range of business and technology areas to delight customers and grow Tiki’s onsite and offsite marketing activities
Define and lead development of foundational growth enablers, including: self-serve analytics, customer insights, acquisition      and lifecycle engagement models, segmentation models, experimentation metrics, marketing attribution models, rate optimization models, forecast and lift models, risk models, etc.
Partner with our Data Platform team to build requirements for data infrastructure necessary to facilitate efficient analysis and reporting
Provide guidance and thought-leadership on analytical best practices to team members and business partners
Translate analytical insights into concrete, actionable recommendations for business or product improvement, and present to senior leadership
Partner with Product Management team to drive requirements for new products and integrate data during product development
Discover areas of the customer experience and business that can be automated and improvedg
Be a thought leader on data systems, data mining and analysis to scale our capabilities, discover trends and develop insights
Be the voice of analytics, support in-depth business reviews, and present to senior management

"," 
Bachelor’s degree in Engineering, Computer science, Math, Statistics, Economics or other Quantitative field
6+ years of experience in business intelligence, big data analytics, statistical methods and machine learning techniques in products or services businesses
5+ years of experience leading 5+ people analytical teams
Excellent customer intuition and demonstrated success in identifying and prioritizing business questions, and using quantitative techniques with available data to deliver solutions to address these questions
Strong data analysis, problem solving skills, strategic thinking, attention to detail and bias for delivering results
Expertise in deriving insights from big data analyses to solve business and technical problems
Strong interpersonal and communication skills, along with ability to explain complex technical concepts and analysis implications clearly across different audiences and varying levels of the organization 
Demonstrated track record of cultivating strong working relationships and driving collaboration across multiple technical and business teams
Ability to think innovatively and creatively about ambiguous technical and business problems
Prior experience leading teams of Data Scientists, Data Engineers Data Analysts, and Business Analysts
Expertise in customer segmentation and customer behavior analysis
Experience with data visualization software such as Tableau, QuickSight, and statistical analyses tools such as R, Python, SAS or similar
Experience writing scripts to manipulate data or automate data pipelines

"
41,https://careerbuilder.vn/vi/tim-viec-lam/risk-modeling-specialist.35B13997.html,Risk Modeling Specialist,FE Credit," Provide analytical support for various credit policies and credit approval decisions on regular basis or on demandAssist in develop, validate and implement credit scoring models for acquisition, collection, marketing campaignsPrepare portfolio performance report with detailed credit risk indicators on regular basisInitiate IT improvement request on credit risk related issues, do system test and monitor performanceAssist in portfolio performance projections, including ENR, NPL, provision, risk cost, what-if analysis, portfolio stress tests "," University degree, preferably in Math, Finance, Banking, EconomyExperience in Data analyst or MIS is preferredExperience in Banking/Finance industry is preferredGood communication and personal skillStrong analytical, predictive modeling and data mining skillsKnowledge of risk metrics and MIS standardsExperience with Microsoft SQL or Oracle PL/SQL, advanced Excel userFluent EnglishFlexibility in working hours "
42,https://careerbuilder.vn/vi/tim-viec-lam/marketing-analyst.35B11E43.html,Marketing Analyst, Công Ty TNHH CJ Vina Agri," - Collecting information related to Animal and Aqua Feed Production Field in the market- Analyzing, sympathizing and making report- Forecasting unexpected issues and market trend in Animal and Aqua Feed production field- Will discuss in the interview in detailsWork in Head Office of CJ Vina Agri - Bến Lức, Long An.Company Bus pick up every working day for staff from HCM (An Suong/ District 10) to Long An (round trip). ", - Bachelor’s degree from an accredited university or college in computer science.- Work experience as a data analyst or in related field.- Ability to analyze existing tools and databases and provide software solution recommendations.- High-level experience in methodologies and processes for managing large scale databases.- Demonstrated experience in handling large data sets and relational databases.- High-level written and verbal communication skills.- Excellent in Excel 
43,https://careerbuilder.vn/vi/tim-viec-lam/data-analysis-manager.35B07DCE.html,Data Analysis Manager,YEAH1 - CÔNG TY CỔ PHẦN TẬP ĐOÀN YEAH1," - Programming both quantitative and qualitative online surveys.- Producing accurate and logical data collection scripts- Collaborating with internal and external stakeholders to manage data logistics (including data transfers, understanding data structures, business rules, etc.) to enable project execution.- Developing survey reports and provide key observations and findings.- Reporting to CEO ", - 4+ years of experience in the data analyst industry.- Working experience at digital marketing industry- English: Business level- Excellent communication and report making skills.- Strong leadership and coaching skills.- Strong analytical thinking skills - Having insight about digital market trend and digital marketing landscape in Vietnam.- Experience with management position in media development.- Having the knowledge of digital advertisement 
44,https://careerbuilder.vn/vi/tim-viec-lam/commodity-operation-assistant.35B0F48B.html,Commodity Operation Assistant,Công Ty TNHH MTV Miniso Việt Nam," 1. Work and handle statistics· Make statistics report as required· Timely update statistics of order· Coordinate with other divisions to report statistics· Analyze statistics of revenue, commodity, product2. Monitor and summarize reports in the relevant departments such as import and export, commodity, ...3. Advise the Deputy General Director about any matters4. Complete weekly / monthly / quarterly reports on time and give timely information to relevant departments.5. Other tasks assigned by Deputy General Director "," Bachelor's Degree in Business Administration, Economics, Accounting or relevant majorAt least 1-2 years work experience as Data Analyst, Sale Admin or similar positionsStrong office computer skills, especially Excel is excellentExcellent English in 4 skills, especially fluent in listening and speakingBig sense of analysis & logical thinking, good at working and processing with figures.Have basic knowledge of product and commodityBe able to meet tight pressure regularly  "
45,https://careerbuilder.vn/vi/tim-viec-lam/data-analysis-manager-truong-phong-phan-tich-du-lieu-digital-marketing-attractive-salary-tn4425.35B0B32B.html,"Data Analysis Manager | Trưởng Phòng Phân Tích Dữ Liệu (Digital Marketing, Attractive Salary, TN4425)",MegaCEO.com," Our client is an FDI company, now looking for a Data Analysis Manager in HCMC:Program quantitative and qualitative online surveysProduce accurate and logical data collection scriptsCollaborate with stakeholders to manage data logistics to enable project executionMake survey reports and provide important observations and findingsReport to superiors "," Male/FemaleAcademic level: College/University degreeExperience: At least 4 years of experience in the data analyst industryExperience at digital marketing industry, E-commerce, Game…Experience with management position in media developmentEnglish: Business levelStrong analytical thinking skills Knowledge of digital market trend and digital marketing landscapeKnowledge of digital advertisement "
46,https://careerbuilder.vn/vi/tim-viec-lam/business-analysis.35B08662.html,Business Analysis,Viet Thai International," Define Business Requirements and prepare Business Requirements Specification.
Develop test scenarios and test cases to ensure that positive and negative test cases are handled correctly by system.
Manage changes to business processes and do an impact analysis.
Work closely with end-users and project team members to continuously improve overall applications.
"," ■ Bachelor Degree■ IIBA certification will be PLUS
■ At least 1 year in delivering IT applications.■ Operations & retail  industies will be plus■ Agile software development will be plus
■ Problem solving skills■ Critical thinking■ Clear / efficient written and oral communication
"
47,https://careerbuilder.vn/vi/tim-viec-lam/business-analyst-400-800-usd.35B0CBF1.html,BUSINESS ANALYST (400-800 USD),Giao hàng tiết kiệm," Things happen very quickly and data analysts have a big impact at GHTK. We manage massive amounts of data on millions of orders a week and have complex and interesting issues that need to be solved: customer behaviors and delivery market insights increasing sales, speed of shipping, saving delivery time & cost, innovate some phase of our delivery procedures, creating many operational KPI statistics.At GHTK, data analysts are people that support others department to propose business development plan and make data-driven decisions.1/ Responsibilities of a Business Analyst:Use statistical methods to analyze data and generate useful business reports;Work with management team to create a prioritized list of needs for each business segment;Identify and recommend new ways to save money by streamlining business processes;Use data to create models that depict trends in the customer base and the consumer population as a whole;Work with departmental managers to outline the specific data needs for each business method analysis project;Develop and implement strategic business plan based on data;Develop new insights and drive planning of new products and features of shipping solution and shipping service;Collaborate with engineering and product development teams to propose solutions and strategies to business challenges. "," 2/ Qualifications and CompetenciesHave degrees or majored in fields like math, statistics, computer science, or something closely related to their field;Strong math and analysis skills are mandatory;Strong understanding of Descriptive statistics and inferential statistics: statistical tests, distributions, maximum likelihood estimators;Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy;Have ability to interpret data, analyze results using statistical techniques;Ability to multi-task and work independently under tight deadlines;Detail oriented, strong organizational skills;Strong analytical and problem solving skills;Great at communicating, both to other data scientists and non-technical people. "
48,https://careerbuilder.vn/vi/tim-viec-lam/head-of-fraud-hcm.35B1002E.html,Head Of Fraud [HCM],Công Ty TNHH Thương Mại Công Nghệ Go Viet," - Develop and implement company-wide fraud prevention framework for offline and online acceptance- Create data-driven strategies to prevent or limit account take-over, credit card fraud, merchant risk, collusion schemes, syndicated fraud attacks.- Act as fraud subject matter expert towards other company functions such as product and business development.- Lead a team of fraud data analysts to use statistics and anomaly detection to identify fraudulent behaviours and implement actions such as business rules.- Develop operational policies and processes for fraud operations and dispute management, suggest improvements to existing processes.- Optimise risk products and processes to achieve lowest customer friction while keeping fraud losses to a minimum.- Review investigations on suspected fraudulent activities and report to management in a clear and concise manner and/or respective law enforcement agencies as necessary. "," - Problem-solving, positive and constructive attitude is a must.- Comfort in dealing with ambiguity and operating in a fast-growing environment.- Excellent verbal and written communication in English and ideally one local SEA language.- Recognised experience in online payments.- Outstanding customer focus- Advanced knowledge and experience in e-wallet / online payments abuse (account take-over, credit card fraud, merchant/buyer collusion fraud, money laundering...).- Leadership experience or potential, experience managing a small team.- Hands-on experience with fraud detection tools e.g. scoring models and rules engines.- Knowledge of e-payments, credit card and banking processes preferred.- Knowledge of central bank compliance rules and credit card scheme rules is a plus.Salary: Negotiable "
49,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligence-manager.35B13B2E.html,Business Intelligence Manager,First Alliances," Our client - one of market leader in the Life Insurance is seeking for a Agency Business Intelligence with the roles:- Develop an effective business intelligence strategies and analytics solution for Agency division with understanding of business needs and objectives.- Oversee analytics projects to extract, manage and analyze sales data for Agency channel including support for sales planning, strategy and planning as well as for business decision such as incentives, compensations, recruitment, cross sales, contests, and MKT campaigns.- Apply statistics and data modeling to gain actionable business insights and boost agent productivity and revenue.- Communicate and track key performance metrics for AD.- Identify business opportunities through data analytics.- Manage cross-functional teams, review their performance and manage timeline.- Generate reports of findings and present to senior management.- Leading and develop a team of data analysts.- Other tasks as assigned by management. "," - Bachelor's Degree in Finance, Computer Science, or related field.- Attention to detail.- Strong at planning and strategy- 4 - 5 years' experience in an Analytics Manager position for Life insurance company or similar role is required.- Good at communication and presentation skills.- Results-driven and ability to handle multiple projects.- Strong interpersonal and time-management skills.- Proficient in business intelligence tools (SAS/ SQL/ …) and dashboards. "
50,https://careerbuilder.vn/vi/tim-viec-lam/internship-program-for-100-foreign-students.35B0CD7C.html,Internship Program For 100 Foreign Students,FPT Software," 
We are now hiring international students for Internships! 

	Internships be available in some of the positions listed below:


		10 Java Developer

		10 .NET Developer

		10 Xamarin Developer

		10 Big Data/ Data Scientist/ Data Analyst

		10 Mobile (iOS/ Android) Developer

		10 DevOps Developer

		10 NodeJS/ ReactJS Developer

		10 Tester (Manual/ Automation)

		10 Business Analyst

		10 C++/Embedded Developer


JOB DESCRIPTIONS 


		Have chances to participate in professional training program which is designed specific for internship students.

		Join directly in projects and other activities of the company.

		After the internship time, the best students have opportunities to become official employees.

"," 

		Students are recent graduate or 3+ students with major in Information Technology / Computer Science / Computer Engineering/ Electrical Engineering / Telecommunication Engineering or related field.

		Have good foundation and have Global Software Talent certificate is an advantage.

		Good study attitude, passion, persistence and responsibility with work.

		Students participate this program must follow the company’s rules, especially the regulations on behavior and discipline.


BENEFITS


		Have good foundation and have Global Software Talent certificate is an advantage

		Good study attitude, passion, persistence and responsibility with work.

		Good English is an advantage.

		Young and dynamic working environment.

		Continuous development of hard and soft skills through work and professional trainings.

		Opportunity to approach newest technology trends

		Exciting leisure: sport and art events (football club, family day...)

		Company's labor policy completely pursuant to Vietnamese labor legislation plus other benefits offered by the company (Company trip, Holiday, etc.)

"
51,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-kiem-soat-du-lieu.35B0D59F.html,Nhân Viên Kiểm Soát Dữ Liệu, LIXIL Global Manufacturing Vietnam," - Cập nhật và theo dõi thực tích sản xuất của từng máy.- Báo cáo tình hình, kết quả sản xuất.- Phân tích nguyên nhân, lý do hàng lỗi, hàng không đạt chất lượng.- Phối hợp cùng bộ phận sản xuất cải tiến qui trình, nâng cao chất lượng sản phẩm "," - Nam, tuổi từ 22-30- Tốt nghiệp trung cấp trở lên- Kỹ năng vi tính tốt- Anh văn giao tiếp cơ bản- Ưu tiên ứng viên khu vực Long Thành "
52,https://careerbuilder.vn/vi/tim-viec-lam/it-business-intelligence-specialist.35B11665.html,IT Business Intelligence Specialist,EASY CREDIT," JOB OVERVIEWAs a BI Specialist Developer:- You play a critical role in ensuring that the Financial business expert has the key data it needs to make critical business decisions that drive the strategy and direction of the organization. Your skills in SQL combined with your ability to quickly understand key business concepts will enable you to successfully meet the challenges of mining and aggregating data from multiple sources into the organizations data warehouse.- You should have a firm grasp of BI implementation methodologies and have had in-depth experience with at least one BI Suites (Oracle, Microsoft, IBM, others). You have an analytic approach to solving business requirements which enables increased collaboration with the business data analysts.- The right individual should possess experience in all development stages of BI and Data Warehouse project work from working with the data analysts to understanding the business requirements, being involved in the implementing the technical solution and supporting the business team to verify the outcome meets the business requirements.KEY RESPONSIBILITIESAs a Business Intelligence Specialist Developer, your responsibilities are:Ability to work on data design/data modeling, well understanding of Dimensional Data Modelling concepts.Ability to write efficient SQL queries and tune/evaluate their performance.Ability to develop efficient shell scripting to manage data gathering, mining and transformation.Understanding of data integration issues (validation and cleaning), familiarity with complex data and structures.Ability to develop OLAP cubes.Ability to develop rich and interactive business intelligence reports/dashboards.Ability to develop insightful business conclusions and generate data and reporting solutions to optimize and address the business needs.Ability to develop models with advanced data visualization that identify and forecast trends and cause-effect relationships, lead to recommendations, and measurably maximize operational efficiency.Experience with developing mobile business intelligence application is preferred.Experience with the use of DAX (Data Analysis Expression) is preferred.Experience with any of the following languages R, Python, Java is preferred.Experience with any of the following databases NoSQL, MongoDB, HBase, Cassandra, Hadoop is preferred.Build and update relevant technical documentation. "," General EnquiriesDegree in Business, Computer Science or any related to Business and IT field.Have experience with Machine Learning and Artificial Intelligence algorithms and approaches.3-5 years of Advance SQL skills working with relational databases to write complex queries and stored procedures.1-3 years experiencing working in a Business Intelligence Developer role of banking or finance insdustry.At least 1 year experience working in data extraction, aggregation, transformation and loading (ETL).Ability to manage multiple priorities and assess and adjust quickly to changing priorities.Strong analytical and problem-solving skills.Ability to pre-empt and resolve issues.Knowledge & SkillsAble to work in a team.Good communication and negotiation skills.Personal efficiency (time management, prioritization, focus on task completion).Ability to work under stress.Excellent spoken and written English. "
53,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligence-reporting-assistant-manager.35B11AC6.html,Business Intelligence Reporting Assistant Manager,EASY CREDIT," JOB OVERVIEWAs a BI Reporting Assistant Manager:- You play a critical role in ensuring that the Financial business expert has the key data it needs to make critical business decisions that drive the strategy and direction of the organization. Your skills in quickly understanding key business concepts in Consumer Finance will enable you to successfully meet the challenges of mining and aggregating data from multiple sources into the organizations data warehouse.- You should have a firm grasp of BI implementation methodologies and have had in-depth experience with at least one License BI Suites (Oracle, Microsoft, IBM, others) or Open Source BI Suites (Pentaho, others). You have an analytic tool approach to solving business requirements which enables increased collaboration with the business data analysts.- The right individual should possess experience in all development stages of BI and Data Warehouse project work from working with the data analysts to understanding the business requirements, being involved in the implementing the technical solution and supporting the business team to verify the outcome meets the business requirements.KEY RESPONSIBILITIESAs a Business Intelligence Reporting Assistant Manager, your responsibilities are:Ability to develop insightful business conclusions in Consumer Finance and generate data and reporting solutions to optimize and address the business needs.Ability to develop rich and interactive business intelligence reports/dashboards.Ability to develop models with advanced data visualization that identify and forecast trends and cause-effect relationships, lead to recommendations, and measurably maximize operational efficiency.Experience in managing team and delivering on the scheduled.Ability to write efficient SQL queries and tune/evaluate their performance.Experience with the use of DAX (Data Analysis Expression).Experience with developing mobile business intelligence application is preferred.Build and update relevant technical documentation.Understanding of data integration issues (validation and cleaning), familiarity with complex data and structures.Ability to work on data design/data modeling, well understanding of Dimensional Data Modelling concepts.Experience with any of the following languages R, Python, Java is preferred.Experience with any of the following databases NoSQL, MongoDB, HBase, Cassandra, Hadoop is preferred. "," General EnquiriesDegree in Business, Computer Science or any related to Business and IT field.At least 3 years experiencing participating in developing a Business Intelligence or MIS system for Consumer Finance or Banking insdustry.3-5 years of Advance SQL skills working with relational databases to write complex queries and stored procedures.At least 1 year experience working in data extraction, aggregation, transformation and loading (ETL).Ability to manage multiple priorities and assess and adjust quickly to changing priorities.Strong analytical and problem-solving skills.Ability to pre-empt and resolve issues.Knowledge & SkillsAble to work in a team.Good communication and negotiation skills.Personal efficiency (time management, prioritization, focus on task completion).Ability to work under stress.Excellent spoken and written English. "
54,https://careerbuilder.vn/vi/tim-viec-lam/data-mart-management-specialist.35B10010.html,Data Mart Management Specialist,FE Credit," Analyze requirements, create designs and deliver documented solutions following standards and procedures, methods and techniques for data extraction, transformation and loading (ETL) as laid down.Develop an efficient ETL job scheduling mechanism, documented ETL code which is easy to understand and performs well.Develop automated ETL processes to achieve high efficiency such as data re-conciliation, data availability alerts publication etc.Evaluate, determine root cause and resolve production issues.Benefits: Work time: Mon - Friday, 9:00 - 18:30.Yearly bonus (KPI – highly attractive – discuss in the phone).13th month salary.On the job training is provided thorough 1 year.OT paid if required.Bonus for national and company special events.Lunch allowance.Other benefits: yearly health check, health care insurance, annual holiday with company, 2-3 soft skill trainings per month, sport, Christmas, year-end, football and other activities.Work closely with other IT development, data analyst teams and business units to deliver coordinated software solutions. "," Degree in computer Science or IT.1-3 years’ experience in database (SQL), working in Data mart/warehousing project is a plus.Hands on experience on ETL technologies is a plus.Willing to learn to and commit persistently until become the expert in the field.Acceptable oral & written communication skills.Ability to work under pressure. "
55,https://careerbuilder.vn/vi/tim-viec-lam/hcm-senior-data-scientist-itn1.35B0CB29.html,[HCM] Senior Data Scientist (ITN1),Công Ty TNHH MTV Wacontre," ■ServiceA platform integrating state-of-the-art AI (Artificial Intelligence) technologies including IoT, big data and deep learning.(Deep Learning, Machine Learning, Artificial Intelligence,Topological Data Analysis, Homotopy Modeling, SaaS, PaaS, IoT, Big Data, B2B)■AddressHCM (Not fixed yet)orTokyo (If you want to work in Japan)■PositionSenior Data Scientist (5 slots)■Environment & RoleBack ground of hiring：Open new branch in HCMTeam size：You are 1st memberYour manager：Japanese bossCareer path：Development team leader■Job description・Development of ML/DL model according to client demand・Analysing problem to solve by working closely with system engineers, data analyst and clients. The output is the Solution Proposal.・Analysing data received to deeply understand the problem and visualize solutions for production projects. The output is the Specs Document.・Pre-proceed and generate data if needed.・Quickly build, evaluate, adjust and deploy highly effective, based on focused problem and solution concept.・Working closely with system engineer to connect modules to the whole system. "," ■Requirement-Majoring robotics or machine learning or Theoretical Physics,mathematics-Have strong knowledge of data algorithm-At least 2 years Development experience of product using machine learning,deep learning-Experience worked in consulting company or new business development department in IT company-Strong Project management experience-At least 2 years Experience of Data analytics using BI tool-Experience worked in Global company or worked with professional client-At least upper intermediate English ■SalarySenior Data Scientist：25000-4000USD gross■Benefit・1st member of Vietnam branch・Have chance to work in Japan HQ-Can come to Japan for working until branch start-If you want to keep working in Japan, it’s also OK■Working scheduleMon-Fri：08:30-17:30■Interview step1st：Japanese HR2nd：Japanese development team manager "
56,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-phan-tich-du-lieu-the.35B12BB1.html,Chuyên Viên/Chuyên Viên Cao Cấp Phân Tích Dữ Liệu Thẻ,Ngân Hàng TMCP Quốc Tế Việt Nam," 

		Xây dựng và quản trị báo cáo liên quan đến vòng đời sản phẩm thẻ: Card Acquisition, Card Usage, Risk management, PnL

		Phân tích dữ liệu, đánh giá mức độ hiệu quả và tổng kết kết quả sản phẩm thẻ, campaign thẻ

		Phân tích, đề xuất cải tiến sản phẩm, quy trình dựa trên số liệu trên hệ thống

		Phân tích, phối hợp xây dựng các mô hình chấm điểm hỗ trợ công tác cấp thẻ tín dụng, nâng cấp, bán chéo sản phẩm thẻ

		Thực hiện các nhiệm vụ khác theo phân công của cấp quản lý

"," 

		Tốt nghiệp Đại học. Chuyên ngành: Tài chính & Ngân hàng, Marketing, Quản trị kinh doanh...;  

		Chăm chỉ, ham học hỏi và cầu tiến; 

		Trung thực, chính xác, cẩn trọng; 

		Kỹ năng giao tiếp & xây dựng quan hệ tốt; 

		Kỹ năng sử dụng Excel thành thạo; 

		Tiếng Anh giao tiếp cơ bản.

"
57,https://careerbuilder.vn/vi/tim-viec-lam/data-science-manager.35B110C4.html,Data Science Manager,Công ty Cổ Phần TIKI," Who is our customer? What are our most engaged customer segments, and how can we find more people just like them? What are the golden paths that our best customers follow that bring them to purchase over 10 times per month with us? How can we help deliver the best possible experience to our customers?
These questions are just some of the thoughts you’ll be helping us explore as Strategic Data Scientist / Chief Customer Analyst. This role reports directly to our VP of Product, to inform big decisions for our TikiNow loyalty program as well as new strategic initiatives. You’ll also be presenting key findings to our Chief Business Officer.
YOUR ROLE:
- Float across multiple business teams to present data analysis and insights that inform key business decisions
- Explore K-Means clustering for customer segmentation, among other statistical/machine learning models as well
- Proactively communicate with business teams to understand their needs and help them solve their problems
- Analyze key customer data and generate useful business reports.
"," - Bachelor’s degree in Statistics, Math, Economics, Computer Science, or related quantitative field
- Very good at logical thinking and able to learn new things quickly, attention to details
- Strong analytics/statistics skills with experience working with a large amount of data (clean, visualize, extract insights, etc.)
- Have enough knowledge to fill the gap between technical and business problems
- Be confident to present the ideas and translate data into understandable documents
- Strong experience using SQL for data extraction and manipulation
- Experience with Excel and Tableau a strong plus
- Knowledge of any programming languages like Python, Java, R is a plus.
WHY YOU'LL LOVE WORKING HERE:
Inside our  team:

We iterate constantly. There's no such thing as the best version of anything, just a constant streams of improvements and tests.
We move fast, really fast. Major changes can be executed in a few days, many times just a few hours.
We have a data-informed mindset. We try to use data to inform our decision as much as possible.
We are independent. Most of the time, your team will not need technical assistance from other teams.
We take risks. We're not afraid to challenge ""best practices"".

Benefits:

Competitive salary.
Dynamic, open and challenging working environment.
We're a Vietnamese company but our culture's very open to communication in English and many projects involve English speaking people from all other the globe.
Modern office, cafeteria; library; computer gaming, HD TV platforms.
Performance review (twice a year), 13th month pay based on performance.
Annual health check-up and premium healthcare.
Special internal programs for Tikiers.

"
58,https://careerbuilder.vn/vi/tim-viec-lam/tiki-now-senior-product-manager.35B113DC.html,TIKI NOW - Senior Product Manager,Công ty Cổ Phần TIKI," TikiNow is about more than rapid delivery. It’s about customer trust, ever expanding selection, and tremendous value. And it’s about making the customer experience fun!
We’re looking for someone who puts the customer first, and is passionate about providing a rich engaging experience for the customer to enjoy each and every time they return to Tiki. We want someone who is passionate about knowing their customer, someone who loves to analyze and study data. We need a strong collaborative leader who knows how to build trust across the org to drive new features forward.
Responsibilities:

Own key details of the product experience for TikiNow
Bring creative energy to build a lively and engaging experience for the customer each and every time they shop TikiNow
Ensure all communication with the customer builds trust, is accurate, timely, and promotes a positive experience with the TikiNow brand.
Work closely with graphic designer to mock up new features.
Work closely with business analyst to conduct customer surveys, interviews related to Tiki Now, and capture and iron out all cross-functional integration.
Work closely with financial analyst who will model out major changes to the program
Work closely with data analyst to build a timely and informative weekly update on program KPI’s.
Work closely with engineering, finance, operations, marketing, merch, retail, marketplace, TikiCare, and legal teams to plan and execute new rollouts.
Manage and own key membership and sales metrics for the program
Work with stakeholders in other departments, including but not limited to Merchandising and Marketing to deliver on company-wide projects.
Ability to keep a schedule and check in on dependencies

"," Mindset:

You believe in doing whatever it takes to get things done, from learning to code to challenging inefficient workflow.
You believe in learning from others, but you do not apply knowledge blindly just because ""experts"" said so or ""others are doing it too"".
You believe the right idea can come from anyone, regardless of positions within an organization.

Skills:

Fundamental understanding of customer journey in e-commerce and the tools to measure engagement in each step of the funnel
Fundamental understanding of common industry metrics such as Sessions, Page views, Conversion Rate, Bounce Rate, Exit Rate...
Strong in Excel
Ability to lead a meeting and follow up with others
Experience with Tableau and SQL a plus
Decent English (must-have)
Degree in Business or Experience in eCommerce or Tech will be helpful

WHY YOU'LL LOVE WORKING HERE:
Inside our  team:

We iterate constantly. There's no such thing as the best version of anything, just a constant streams of improvements and tests.
We move fast, really fast. Major changes can be executed in a few days, many times just a few hours.
We have a data-informed mindset. We try to use data to inform our decision as much as possible.
We are independent. Most of the time, your team will not need technical assistance from other teams.
We take risks. We're not afraid to challenge ""best practices"".

Benefits:

Competitive salary.
Dynamic, open and challenging working environment.
We're a Vietnamese company but our culture's very open to communication in English and many projects involve English speaking people from all other the globe.
Modern office, cafeteria; library; computer gaming, HD TV platforms.
Performance review (twice a year), 13th month pay based on performance.
Annual health check-up and premium healthcare.
Special internal programs for Tikiers.

"
59,https://careerbuilder.vn/vi/tim-viec-lam/data-engineer.35B12511.html,Data Engineer,Công ty Cổ Phần TIKI," Delivering the best customer experience is the biggest compulsion at Tiki. And our data team is one crucial part of this important mission. We have been trying to understand our customer deeply based on our massive amount of data so that we could make shopping better and easier for our customer as well as grow our business quickly.
Data Engineer at Tiki take responsibility for building a platform to get useful insights, predict what will happen on many billion records in only a few seconds for business to make a decision immediately.
To answer this question is not simple, so we are looking for a talent data engineer to help us to build a data platform with strong architecture. And since we are just at the beginning of the road, you can let your imagination run free. We encourage everyone to dare to try new things and even make some mistakes, after all, it is all part of life and learning.
Responsibilities for Data Engineer:

Create and maintain optimal data pipeline architecture.
Automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and Google Cloud ‘big data’ technologies.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work closely with product owner, data analyst and data scientist to strive for greater functionality in our data systems.

Why you will want to work here:

Tiki’s culture that's open for new ideas and sharing.
Opportunities to deliver big impacts are everywhere.
Great opportunity to dive deeply into a big data system.

"," 
A minimum 2 years experience with Python is required.
Working knowledge of message queuing, stream processing, and highly scalable data stores.
Experience with data pipeline and workflow management and big data tools: Azkaban, Luigi, Airflow, Hadoop, Spark, Kafka.
Experience with cloud-based system Google Cloud Platform, Amazon Web Services: BigQuery, Dataflow, EC2, EMR, Redshift.
Good at math is a plus.

"
